Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
MTU,Mitsubishi UFJ Financial Group Inc,6.27,87200235321,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/mtu
MIXT,MiX Telematics Limited,5.39,170935872.8,n/a,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mixt
MFG,"Mizuho Financial Group, Inc.",3.83,47411814948,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfg
MBT,Mobile TeleSystems OJSC,7.12,7080527183,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mbt
MBLY,Mobileye N.V.,49.43,10711251793,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mbly
MODN,"Model N, Inc.",10.1,267077077.5,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/modn
MOD,Modine Manufacturing Company,8.08,388540035,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mod
MC,Moelis & Company,25.6,1320788378,n/a,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/mc
MHK,"Mohawk Industries, Inc.",188.97,13967425969,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/mhk
MOH,Molina Healthcare Inc,69.69,3906542640,n/a,2003,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/moh
TAP,Molson Coors Brewing  Company,83.84,13646965872,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/tap
TAP.A,Molson Coors Brewing  Company,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tap.a
MNR,Monmouth Real Estate Investment Corporation,9.99,608594536.3,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mnr
MNR^A,Monmouth Real Estate Investment Corporation,25.65,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mnr^a
MNR^B,Monmouth Real Estate Investment Corporation,26.4,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mnr^b
MORE          ,"Monogram Residential Trust, Inc.",9.44,1571911238,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/more          
MON,Monsanto Company,87.01,40706288111,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mon
MWW,"Monster Worldwide, Inc.",6.32,576447162.1,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/mww
MTS,"Montgomery Street Income Securities, Inc.",17.42,180608730.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mts
MCO,Moody&#39;s Corporation,99.05,19839715000,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mco
MOG.A,Moog Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mog.a
MOG.B,Moog Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mog.b
MS,Morgan Stanley,31.43,61394905951,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ms
MS^A,Morgan Stanley,19.79,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^a
MS^E,Morgan Stanley,27.3301,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^e
MS^F,Morgan Stanley,26.69,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^f
MS^G,Morgan Stanley,25.84,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^g
MS^I,Morgan Stanley,25.427,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^i
MSK,Morgan Stanley,25.13,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/msk
MWG,Morgan Stanley,25.36,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mwg
MWO,Morgan Stanley,25.07,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mwo
MWR,Morgan Stanley,25.48,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mwr
APF,"Morgan Stanley Asia-Pacific Fund, Inc.",13.04,182684245.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apf
CAF,Morgan Stanley China A Share Fund Inc.,23.27,509181690.6,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/caf
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",8.3,190981398.1,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/msd
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",6.99,493393742.4,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/edd
MSF,"Morgan Stanley Emerging Markets Fund, Inc.",12.93,188154153.4,n/a,1991,n/a,n/a,http://www.nasdaq.com/symbol/msf
IIF,"Morgan Stanley India Investment Fund, Inc.",26.6,409523093,n/a,1994,n/a,n/a,http://www.nasdaq.com/symbol/iif
MOS,Mosaic Company (The),30.99,10980830865,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mos
MSI,"Motorola Solutions, Inc.",68.4,14143547347,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/msi
MOV,Movado Group Inc.,25.98,602696068.7,n/a,n/a,Consumer Non-Durables,Consumer Specialties,http://www.nasdaq.com/symbol/mov
MPLX,MPLX LP,38.25,3072879196,n/a,2012,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/mplx
MRC,MRC Global Inc.,11.6,1185296990,n/a,2012,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mrc
ICB,"MS Income Securities, Inc.",17.4,156026235,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icb
HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,16.8,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hjv
MSA,MSA Safety Incorporporated,40.83,1524996866,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/msa
MSM,"MSC Industrial Direct Company, Inc.",61.09,3769858646,n/a,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/msm
MSCI,MSCI Inc,58.57,6422814782,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/msci
MSG,MSG Networks Inc.,171.5,4271472811,n/a,2015,Consumer Services,Television Services,http://www.nasdaq.com/symbol/msg
MSGN,MSG Networks Inc.,19.34,1466321667,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/msgn
MLI,"Mueller Industries, Inc.",29.59,1686236512,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mli
MWA,MUELLER WATER PRODUCTS,7.77,1247060455,n/a,2006,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mwa
MUR,Murphy Oil Corporation,25.91,4476002817,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mur
MUSA,Murphy USA Inc.,54.17,2320997668,n/a,2013,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/musa
MVO,MV Oil Trust,6.15,70725000,n/a,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mvo
MVC,"MVC Capital, Inc.",8.06,182984737.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvc
MVCB,"MVC Capital, Inc.",23.35,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvcb
MYE,"Myers Industries, Inc.",13.99,433659236,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/mye
NBR,Nabors Industries Ltd.,9.71,3210380975,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nbr
NC,"NACCO Industries, Inc.",46.31,321969117.3,n/a,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/nc
NTP,Nam Tai Property Inc.,6.27,267216878.9,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ntp
NBHC,National Bank Holdings Corporation,20.1,704612776.2,n/a,2012,Finance,Major Banks,http://www.nasdaq.com/symbol/nbhc
NBG,National Bank of Greece SA,0.51,1801906312,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/nbg
NBG^A,National Bank of Greece SA,7.97,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nbg^a
NFG,National Fuel Gas Company,51.06,4317968043,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/nfg
NGG,"National Grid Transco, PLC",71.58,53930410670,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ngg
NHI,"National Health Investors, Inc.",57.77,2170200587,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nhi
NOV,"National Oilwell Varco, Inc.",38.05,14603921454,n/a,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/nov
NPK,"National Presto Industries, Inc.",84.29,584214917.2,n/a,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/npk
NNN,National Retail Properties,36.27,4875968549,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nnn
NNN^D,National Retail Properties,25.59,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nnn^d
NNN^E,National Retail Properties,24.54,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nnn^e
SID,National Steel Company,0.9802,1330261813,n/a,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/sid
NSA,National Storage Affiliates Trust,13.91,320169391.1,n/a,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nsa
NSM,Nationstar Mortgage Holdings Inc.,13.61,1493479754,n/a,2012,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nsm
NW^C,Natl Westminster Pfd,25.5,0,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/nw^c
NGS,"Natural Gas Services Group, Inc.",18.74,238680342.1,n/a,2002,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/ngs
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",23.57,530116594.1,n/a,2012,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/ngvc
NRP,Natural Resource Partners LP,2.44,298411573,n/a,2002,Energy,Coal Mining,http://www.nasdaq.com/symbol/nrp
NTZ,"Natuzzi, S.p.A.",1.8399,100924117.5,n/a,1993,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/ntz
NLS,"Nautilus Group, Inc. (The)",15.11,476754784.6,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/nls
NCI,"Navigant Consulting, Inc.",16.4,785462551.2,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/nci
NVGS,Navigator Holdings Ltd.,14.15,783393058.1,n/a,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nvgs
NNA,Navios Maritime Acquisition Corporation,3.6,547577071.2,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nna
NM,Navios Maritime Holdings Inc.,2.47,266353801.1,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nm
NM^G,Navios Maritime Holdings Inc.,17.6099,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nm^g
NM^H,Navios Maritime Holdings Inc.,17.33,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nm^h
NAP,Navios Maritime Midstream Partners LP,12.49,233380446.2,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/nap
NMM,Navios Maritime Partners LP,7.46,619774636.6,n/a,2007,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nmm
NAV,Navistar International Corporation,12.17,992125247,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/nav
NAV^D,Navistar International Corporation,3.6,0,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/nav^d
NCS,"NCI Building Systems, Inc.",10.34,766008345.3,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/ncs
NCR,NCR Corporation,23.66,4017468000,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/ncr
NP,"Neenah Paper, Inc.",59.04,988034400,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/np
NEFF,Neff Corporation,5.91,150278386.7,n/a,2014,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/neff
NNI,"Nelnet, Inc.",33.43,1499520067,n/a,2003,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nni
NPTN,NeoPhotonics Corporation,6.78,274296324.3,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/nptn
N,Netsuite Inc,85.53,6760355176,n/a,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/n
NSR,"Neustar, Inc.",26.89,1462843374,n/a,2005,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/nsr
NVRO,Nevro Corp.,50.79,1416277118,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nvro
HYB,"New America High Income Fund, Inc. (The)",7.81,181599478.9,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/hyb
GF,"New Germany Fund, Inc. (The)",14.5,232406000,n/a,1990,n/a,n/a,http://www.nasdaq.com/symbol/gf
NWHM,New Home Company Inc. (The),13.08,216036421.7,n/a,2014,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/nwhm
IRL,"New Ireland Fund, Inc. (The)",13.27,66816997.84,n/a,1990,n/a,n/a,http://www.nasdaq.com/symbol/irl
NEWM,New Media Investment Group Inc.,15.83,707226177.3,n/a,2014,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/newm
NMFC,New Mountain Finance Corporation,13.57,789255911,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/nmfc
EDU,"New Oriental Education & Technology Group, Inc.",20.93,3301888879,n/a,2006,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/edu
NEWR,"New Relic, Inc.",39.43,1872402513,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/newr
NRZ,New Residential Investment Corp.,12.81,2952178073,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nrz
SNR,New Senior Investment Group Inc.,10.5,908608470,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snr
NSLP^A,New Source Energy Partners L.P.,1.24,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nslp^a
NWY,"New York & Company, Inc.",2.5,161209190,n/a,2004,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/nwy
NYCB,"New York Community Bancorp, Inc.",18.06,8024463447,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/nycb
NYCB^U,"New York Community Bancorp, Inc.",49.9,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nycb^u
NYRT,"New York REIT, Inc.",10.73,1743895096,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nyrt
NYT,New York Times Company (The),12.06,1993618002,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/nyt
NCT,Newcastle Investment Corporation,4.33,287887203.2,n/a,2002,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nct
NCT^B,Newcastle Investment Corporation,25.69,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nct^b
NCT^C,Newcastle Investment Corporation,24.1,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nct^c
NCT^D,Newcastle Investment Corporation,24.9501,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nct^d
NWL,Newell Rubbermaid Inc.,40.61,10875358000,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/nwl
NFX,Newfield Exploration Company,35.52,5789354291,n/a,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nfx
NJR,NewJersey Resources Corporation,30.29,2589962625,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/njr
NEU,NewMarket Corporation,364.44,4527912621,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/neu
NEM,Newmont Mining Corporation,17.07,9030963132,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nem
NR,"Newpark Resources, Inc.",5.5,462809039,n/a,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/nr
NHF,NexPoint Credit Stategies Fund,5.7,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nhf
NXRT,"NexPoint Residential Trust, Inc.",13.46,286614884.5,n/a,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nxrt
NEP,"NextEra Energy Partners, LP",22.92,488031847,n/a,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nep
NEE,"NextEra Energy, Inc.",98.54,44550296233,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nee
NEE^C,"NextEra Energy, Inc.",25.08,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^c
NEE^G,"NextEra Energy, Inc.",24.95,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^g
NEE^H,"NextEra Energy, Inc.",24.6101,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^h
NEE^I,"NextEra Energy, Inc.",23.6343,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^i
NEE^J,"NextEra Energy, Inc.",23.46,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^j
NEE^P,"NextEra Energy, Inc.",53.5862,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^p
NEE^Q,"NextEra Energy, Inc.",51.9,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^q
NGL,NGL ENERGY PARTNERS LP,20.42,2190546107,n/a,2011,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/ngl
NMK^B,"Niagara Mohawk Holdings, Inc.",88,0,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/nmk^b
NMK^C,"Niagara Mohawk Holdings, Inc.",98.75,0,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/nmk^c
NJ,Nidec Corporation (Nihon Densan Kabushiki Kaisha),17.89,21148909452,n/a,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/nj
NLSN,Nielsen N.V.,45.74,16780175028,n/a,2011,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/nlsn
NKE,"Nike, Inc.",125.21,84883136622,n/a,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/nke
NMBL,"Nimble Storage, Inc.",23.77,1889715000,n/a,2013,Technology,Electronic Components,http://www.nasdaq.com/symbol/nmbl
NTT,Nippon Telegraph and Telephone Corporation,35.5,1.60302E+11,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ntt
NKA,Niska Gas Storage Partners LLC,3.3,125362789.2,n/a,2010,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/nka
NI,"NiSource, Inc",18.82,5982108996,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ni
NL,"NL Industries, Inc.",3.38,164578567.9,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/nl
NOAH,Noah Holdings Ltd.,23.85,1338237905,n/a,2010,Finance,Investment Managers,http://www.nasdaq.com/symbol/noah
NE,Noble Corporation,11.47,2775391151,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ne
NBL,Noble Energy Inc.,31.62,12238382157,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nbl
NOK,Nokia Corporation,6.91,25417317190,n/a,1994,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/nok
NMR,Nomura Holdings Inc ADR,5.95,21385443923,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/nmr
NOR,Noranda Aluminum Holding Corporation,1.78,2544814.38,n/a,2010,Basic Industries,Aluminum,http://www.nasdaq.com/symbol/nor
NORD,"Nord Anglia Education, Inc.",19.82,1937360960,n/a,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/nord
NAO,Nordic American Offshore Ltd,6.06,141994102.2,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nao
NAT,Nordic American Tankers Limited,16.06,1432262936,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/nat
JWN,"Nordstrom, Inc.",75.12,14140169480,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/jwn
NSC,Norfolk Souther Corporation,79.01,23812574939,n/a,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/nsc
NTL,Nortel Inversora SA,15.16,2062019236,n/a,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ntl
NOA,"North American Energy Partners, Inc.",2.18,73428506.18,n/a,2006,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/noa
NADL,North Atlantic Drilling Ltd.,0.8027,193565206,n/a,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nadl
NRT,North European Oil Royality Trust,10,91905900,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nrt
NTI,Northern Tier Energy LP,23.97,2225218659,n/a,2012,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/nti
NOC,Northrop Grumman Corporation,167.53,33238923506,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/noc
NSAM,"NorthStar Asset Management Group, Inc.",14.67,2903548498,n/a,2014,Finance,Real Estate,http://www.nasdaq.com/symbol/nsam
NRF,Northstar Realty Finance Corp.,12.43,4535170086,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nrf
NRF^A,Northstar Realty Finance Corp.,24.27,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nrf^a
NRF^B,Northstar Realty Finance Corp.,23.28,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nrf^b
NRF^C,Northstar Realty Finance Corp.,24.28,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nrf^c
NRF^D,Northstar Realty Finance Corp.,24.04,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nrf^d
NRF^E,Northstar Realty Finance Corp.,24.27,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nrf^e
NWN,Northwest Natural Gas Company,46.1,1261427016,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/nwn
NWE,NorthWestern Corporation,54.2,2550845711,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/nwe
NVS,Novartis AG,93.27,2.25266E+11,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvs
NVO,Novo Nordisk A/S,54.97,1.45671E+11,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvo
DNOW,NOW Inc.,16.05,1720216000,n/a,2014,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/dnow
NQ,NQ Mobile Inc.,3.45,299016657.8,n/a,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nq
NRG,"NRG Energy, Inc.",14.87,4916844475,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nrg
NYLD,"NRG Yield, Inc.",12.93,2364224640,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nyld
NYLD.A,"NRG Yield, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nyld.a
DCM,"NTT DOCOMO, Inc",17.38,67460188653,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dcm
NUS,"Nu Skin Enterprises, Inc.",44.12,2549069311,n/a,1996,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/nus
NUE,Nucor Corporation,38,12144790462,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/nue
NS,Nustar Energy L.P.,48.19,3753330099,n/a,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/ns
NSH,"Nustar GP Holdings, LLC",27.35,1173697052,n/a,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/nsh
NSS,"NuStar Logistics, L.P.",25.07,0,n/a,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/nss
JMLP,Nuveen All Cap Energy MLP Opportunities Fund,9.97,0,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/jmlp
NEA,Nuveen AMT-Free Municipal Income Fund,13.05,1029423946,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nea
NUV,Nuveen AMT-Free Municipal Value Fund,9.84,2023376037,n/a,1987,n/a,n/a,http://www.nasdaq.com/symbol/nuv
NUW,Nuveen AMT-Free Municipal Value Fund,17.15,228664637.3,n/a,2009,n/a,n/a,http://www.nasdaq.com/symbol/nuw
NAZ,Nuveen Arizona Premium Income Municipal Fund,14.91,172417540.3,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/naz
NBB,Nuveen Build America Bond Fund,19.67,520507245,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/nbb
NBD,Nuveen Build America Bond Opportunity Fund,19.6,141222900,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/nbd
NKX,Nuveen California AMT-Free Municipal Income Fund,14.7748,704882895.7,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nkx
NAC,Nuveen California Dividend Advantage Municipal Fund,15.19,357403580.9,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/nac
NCA,"Nuveen California Municipal Value Fund, Inc.",10.66,269482465.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nca
NTC,Nuveen Connecticut Premium Income Municipal Fund,12.38,181849522.9,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/ntc
JCE,Nuveen Core Equity Alpha Fund,13.98,223983170.3,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/jce
JQC,Nuveen Credit Strategies Income Fund,7.89,1075062980,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/jqc
JDD,Nuveen Diversified Dividend and Income Fund,10.4,207364820,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/jdd
NAD,Nuveen Dividend Advantage Municipal Fund,13.8,542289657.6,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/nad
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund,13.58,163172852.9,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/diax
